reassignment_count,reopen_count,contact_type,location,category,subcategory,impact,urgency,notify,assignment_group,hour,day_of_week,is_business_hours,is_weekend,is_night,quarter,impact_urgency_score,escalation_risk
1,0,1,Unknown,5,14,3,3,1,GROUP_25,7,5,0,1,1,4,6,0
1,0,3,LOC_040,4,7,3,2,1,GROUP_21,12,4,1,0,0,4,5,0
0,0,1,Unknown,4,29,3,3,2,GROUP_25,17,6,0,1,0,4,6,0
1,0,4,LOC_038,7,6,2,2,1,GROUP_04,6,5,0,1,1,1,4,0
3,0,3,LOC_043,2,2,1,1,1,GROUP_22,15,1,1,0,0,1,2,0
1,0,3,Unknown,6,31,3,2,2,GROUP_16,22,6,0,1,1,4,5,0
1,0,3,LOC_027,4,8,3,1,2,GROUP_19,14,5,0,1,0,1,4,0
0,1,0,LOC_023,4,29,3,3,2,GROUP_17,7,2,0,0,1,4,6,0
2,1,2,LOC_030,6,31,3,2,1,GROUP_12,12,3,1,0,0,2,5,1
3,0,2,LOC_019,6,0,1,2,1,GROUP_15,15,0,1,0,0,1,3,0
1,2,1,LOC_021,6,22,1,2,1,GROUP_24,10,3,1,0,0,4,3,0
1,0,2,LOC_047,2,16,3,2,2,GROUP_28,14,5,0,1,0,2,5,0
2,1,2,LOC_041,7,12,1,2,1,GROUP_22,12,4,1,0,0,4,3,1
1,0,1,Unknown,3,23,3,2,1,GROUP_24,11,5,0,1,0,4,5,0
0,0,2,LOC_011,3,11,3,3,1,GROUP_19,7,5,0,1,1,1,6,0
2,1,2,LOC_035,1,4,2,2,2,GROUP_10,15,5,0,1,0,1,4,1
1,0,0,LOC_009,6,13,3,2,1,GROUP_22,18,3,0,0,1,3,5,0
1,0,2,LOC_026,7,6,2,3,1,GROUP_17,8,3,0,0,0,2,5,0
1,0,0,LOC_033,0,21,3,1,1,Unassigned,13,2,1,0,0,3,4,0
0,0,2,LOC_020,7,12,3,2,2,GROUP_18,19,1,0,0,1,4,5,0
2,0,1,LOC_044,7,6,3,3,3,GROUP_16,17,1,0,0,0,4,6,0
2,0,2,Unknown,7,12,3,3,1,Unassigned,16,4,1,0,0,2,6,0
0,0,1,LOC_021,4,8,3,2,3,GROUP_09,4,6,0,1,1,4,5,0
1,0,2,Unknown,7,10,2,2,1,GROUP_14,23,3,0,0,1,4,4,0
0,0,3,Unknown,7,6,2,3,2,GROUP_28,22,0,0,0,1,4,5,0
0,0,2,LOC_012,7,6,3,3,2,GROUP_24,22,1,0,0,1,4,6,0
0,0,1,LOC_023,7,10,3,3,1,GROUP_05,15,5,0,1,0,2,6,0
0,0,1,LOC_044,4,5,2,3,1,GROUP_19,10,1,1,0,0,2,5,0
2,0,1,LOC_033,2,27,3,1,1,GROUP_16,15,1,1,0,0,4,4,0
0,0,2,LOC_029,0,19,3,3,2,GROUP_09,22,3,0,0,1,1,6,0
1,0,3,Unknown,4,8,3,3,2,GROUP_24,15,4,1,0,0,3,6,0
0,0,1,LOC_008,7,12,1,3,1,GROUP_21,14,2,1,0,0,3,4,0
0,0,1,LOC_038,2,16,2,3,2,GROUP_12,11,0,1,0,0,4,5,0
0,0,1,LOC_050,1,26,3,3,1,GROUP_04,16,1,1,0,0,2,6,0
1,0,2,LOC_035,2,27,3,3,1,GROUP_25,15,5,0,1,0,2,6,0
0,1,2,LOC_009,4,5,3,3,3,GROUP_14,5,2,0,0,1,3,6,0
1,1,4,LOC_040,0,21,3,3,2,GROUP_20,18,2,0,0,1,3,6,0
3,0,1,LOC_002,4,5,2,1,1,GROUP_26,21,1,0,0,1,1,3,0
1,0,2,LOC_024,6,13,3,3,1,GROUP_06,13,5,0,1,0,2,6,0
0,1,0,LOC_044,3,15,3,3,2,GROUP_24,7,5,0,1,1,1,6,0
0,0,1,LOC_050,2,17,2,3,1,GROUP_23,15,0,1,0,0,3,5,0
0,0,2,LOC_012,1,4,2,3,1,GROUP_12,2,0,0,0,1,4,5,0
0,1,2,LOC_021,1,24,3,3,1,GROUP_10,9,3,1,0,0,4,6,0
1,0,2,LOC_021,7,6,1,3,2,GROUP_07,5,4,0,0,1,1,4,0
2,0,2,LOC_016,4,5,3,3,1,GROUP_11,3,3,0,0,1,2,6,0
4,0,2,LOC_014,3,11,2,1,2,GROUP_11,0,6,0,1,1,3,3,0
1,0,2,LOC_047,0,1,2,3,1,GROUP_05,20,0,0,0,1,3,5,0
0,0,4,LOC_016,2,17,2,3,2,GROUP_12,2,4,0,0,1,2,5,0
0,0,1,LOC_039,2,17,3,3,1,GROUP_01,15,2,1,0,0,2,6,0
0,1,1,LOC_007,7,20,3,2,1,GROUP_22,12,0,1,0,0,2,5,0
0,0,0,LOC_043,4,8,3,3,1,GROUP_17,17,6,0,1,0,2,6,0
1,0,2,LOC_046,7,20,3,2,2,GROUP_01,17,5,0,1,0,3,5,0
0,0,3,LOC_043,0,19,2,3,1,GROUP_27,19,6,0,1,1,2,5,0
1,0,3,LOC_024,1,3,3,3,1,GROUP_28,3,4,0,0,1,3,6,0
2,0,2,Unknown,2,27,3,3,2,GROUP_22,22,5,0,1,1,4,6,0
0,1,4,LOC_030,7,12,2,3,1,GROUP_14,7,2,0,0,1,2,5,0
2,1,3,LOC_025,3,15,3,3,1,GROUP_10,18,0,0,0,1,2,6,1
2,0,0,LOC_028,3,11,3,3,1,GROUP_12,6,0,0,0,1,1,6,0
1,0,1,LOC_015,7,6,3,3,1,GROUP_12,10,3,1,0,0,3,6,0
0,0,2,LOC_034,6,0,3,2,2,GROUP_20,13,1,1,0,0,4,5,0
2,0,2,LOC_011,2,2,3,1,1,GROUP_27,17,3,0,0,0,2,4,0
1,0,1,LOC_023,2,17,2,3,2,GROUP_20,9,1,1,0,0,4,5,0
1,2,2,LOC_039,4,7,3,2,1,GROUP_02,18,0,0,0,1,2,5,0
0,0,3,LOC_044,1,24,2,2,1,GROUP_13,2,3,0,0,1,4,4,0
1,0,4,LOC_008,2,17,3,1,1,GROUP_23,19,2,0,0,1,3,4,0
0,0,3,LOC_005,4,7,3,3,2,GROUP_28,18,0,0,0,1,3,6,0
0,1,2,LOC_002,4,8,3,3,1,GROUP_07,0,6,0,1,1,2,6,0
0,0,0,LOC_036,5,28,3,2,1,Unassigned,9,6,0,1,0,2,5,0
0,0,2,LOC_012,6,13,3,3,2,GROUP_03,11,6,0,1,0,4,6,0
0,0,2,LOC_035,7,12,3,3,2,GROUP_13,4,6,0,1,1,3,6,0
0,0,1,LOC_042,7,10,2,2,3,Unassigned,14,5,0,1,0,4,4,0
0,0,2,LOC_012,4,5,3,3,3,GROUP_06,11,2,1,0,0,4,6,0
0,0,1,LOC_009,1,3,3,3,1,GROUP_04,16,1,1,0,0,2,6,0
0,0,1,Unknown,7,6,3,3,1,GROUP_29,19,2,0,0,1,4,6,0
1,1,2,LOC_017,3,11,3,1,2,GROUP_19,5,5,0,1,1,3,4,0
1,0,1,LOC_010,7,12,2,2,2,GROUP_05,23,5,0,1,1,1,4,0
0,0,2,LOC_040,1,4,2,3,1,GROUP_01,23,0,0,0,1,4,5,0
0,0,4,LOC_043,7,10,3,3,2,GROUP_25,14,0,1,0,0,2,6,0
0,0,3,LOC_032,5,14,3,3,1,GROUP_22,12,4,1,0,0,4,6,0
1,0,0,LOC_012,1,24,3,3,1,GROUP_06,2,1,0,0,1,1,6,0
1,0,2,LOC_015,7,12,2,3,3,GROUP_06,2,0,0,0,1,2,5,0
0,0,2,LOC_038,2,2,2,3,1,GROUP_15,15,0,1,0,0,4,5,0
1,0,0,LOC_043,7,20,3,3,1,GROUP_23,7,1,0,0,1,1,6,0
0,0,1,LOC_042,4,29,3,2,2,GROUP_05,2,0,0,0,1,1,5,0
0,0,2,Unknown,1,26,3,2,2,GROUP_02,23,6,0,1,1,3,5,0
1,0,2,LOC_050,2,27,3,2,1,GROUP_26,5,5,0,1,1,4,5,0
0,0,2,LOC_043,4,29,3,2,1,GROUP_21,12,5,0,1,0,3,5,0
2,0,2,LOC_045,2,16,3,3,1,GROUP_04,10,2,1,0,0,1,6,0
1,0,2,LOC_001,3,15,2,3,2,GROUP_16,23,4,0,0,1,4,5,0
0,0,3,Unknown,3,25,3,3,1,GROUP_24,12,4,1,0,0,1,6,0
3,0,4,LOC_005,1,26,3,3,2,GROUP_07,10,2,1,0,0,4,6,0
1,0,2,LOC_018,3,25,3,2,1,GROUP_29,5,0,0,0,1,4,5,0
0,0,3,LOC_049,1,24,3,2,1,Unassigned,9,1,1,0,0,1,5,0
0,1,3,LOC_025,5,14,2,2,1,GROUP_21,9,5,0,1,0,1,4,0
0,0,2,LOC_006,7,10,3,2,1,GROUP_19,18,6,0,1,1,3,5,0
2,0,3,LOC_038,7,20,3,2,1,GROUP_06,20,0,0,0,1,2,5,0
0,0,1,LOC_015,1,24,3,3,1,GROUP_02,15,5,0,1,0,2,6,0
1,0,4,LOC_022,1,26,3,2,2,GROUP_04,20,6,0,1,1,3,5,0
1,1,2,Unknown,1,24,3,3,1,GROUP_09,5,2,0,0,1,4,6,0
0,0,3,LOC_011,4,29,3,3,3,GROUP_24,20,1,0,0,1,3,6,0
2,0,1,LOC_001,4,7,3,1,1,GROUP_07,0,1,0,0,1,2,4,0
1,0,4,LOC_049,0,1,3,3,1,GROUP_02,2,1,0,0,1,1,6,0
0,0,2,LOC_027,7,6,3,1,1,Unassigned,18,0,0,0,1,3,4,0
1,0,3,LOC_048,4,5,3,3,1,GROUP_23,6,0,0,0,1,1,6,0
1,0,2,Unknown,3,15,3,2,2,GROUP_14,20,5,0,1,1,4,5,0
1,0,4,LOC_017,6,13,3,3,1,GROUP_01,15,5,0,1,0,2,6,0
3,0,0,LOC_037,2,17,2,3,2,GROUP_21,1,2,0,0,1,3,5,0
0,0,1,LOC_036,1,24,3,3,1,GROUP_23,17,1,0,0,0,1,6,0
3,0,3,LOC_049,7,20,3,3,1,GROUP_11,5,2,0,0,1,4,6,0
2,0,1,LOC_030,1,26,3,3,3,GROUP_20,18,5,0,1,1,3,6,0
1,0,0,Unknown,3,11,1,2,1,GROUP_20,3,6,0,1,1,2,3,0
4,0,1,LOC_028,4,8,3,1,1,GROUP_11,1,2,0,0,1,4,4,0
2,0,3,LOC_009,7,6,3,3,1,GROUP_04,6,2,0,0,1,1,6,0
3,0,2,LOC_045,4,8,2,3,1,GROUP_15,23,1,0,0,1,4,5,0
0,0,2,LOC_014,1,24,3,3,1,GROUP_17,19,6,0,1,1,4,6,0
0,0,0,LOC_001,7,10,2,3,2,GROUP_09,22,0,0,0,1,2,5,0
0,0,2,LOC_006,7,12,2,1,1,GROUP_18,5,1,0,0,1,2,3,0
0,0,2,LOC_013,4,29,3,1,2,GROUP_11,18,4,0,0,1,4,4,0
0,0,4,LOC_025,7,12,3,3,1,GROUP_21,11,6,0,1,0,2,6,0
0,0,1,LOC_009,6,31,2,2,1,GROUP_13,16,5,0,1,0,3,4,0
2,0,2,LOC_030,7,6,3,2,2,GROUP_07,16,4,1,0,0,2,5,0
7,2,1,Unknown,5,28,2,2,2,GROUP_19,21,1,0,0,1,1,4,1
1,0,0,LOC_050,2,2,2,3,1,GROUP_05,15,1,1,0,0,2,5,0
1,0,1,LOC_027,2,27,3,2,1,GROUP_02,11,4,1,0,0,4,5,0
0,0,3,LOC_023,5,14,3,3,1,GROUP_21,4,3,0,0,1,3,6,0
1,0,0,LOC_027,4,5,3,3,2,GROUP_18,19,6,0,1,1,1,6,0
3,0,4,LOC_027,1,24,1,1,1,GROUP_25,14,6,0,1,0,2,2,0
0,0,4,LOC_016,4,5,2,1,1,GROUP_04,21,0,0,0,1,1,3,0
1,0,4,Unknown,4,7,3,2,2,Unassigned,15,0,1,0,0,2,5,0
2,1,2,LOC_013,1,3,3,3,1,GROUP_03,3,6,0,1,1,3,6,1
2,0,2,LOC_034,3,15,3,3,1,GROUP_08,3,6,0,1,1,2,6,0
2,0,3,LOC_004,7,6,2,3,1,GROUP_20,20,3,0,0,1,1,5,0
2,0,1,LOC_045,6,31,3,1,2,GROUP_12,5,0,0,0,1,1,4,0
0,1,3,LOC_031,4,8,3,3,1,Unassigned,3,3,0,0,1,1,6,0
2,0,4,LOC_022,1,4,3,2,1,GROUP_10,14,0,1,0,0,3,5,0
0,0,3,LOC_043,3,25,3,3,2,GROUP_19,10,0,1,0,0,2,6,0
1,0,3,Unknown,4,5,2,3,1,GROUP_13,6,2,0,0,1,3,5,0
0,0,1,LOC_049,1,4,2,3,1,GROUP_21,8,6,0,1,0,2,5,0
2,0,1,LOC_032,4,5,3,2,1,GROUP_05,15,6,0,1,0,3,5,0
2,0,4,LOC_036,5,9,3,3,1,GROUP_18,9,6,0,1,0,2,6,0
0,0,1,LOC_023,3,25,2,3,1,GROUP_13,3,5,0,1,1,3,5,0
0,0,2,LOC_021,7,12,2,2,1,GROUP_15,21,0,0,0,1,2,4,0
2,0,1,LOC_022,3,23,2,3,1,GROUP_11,8,6,0,1,0,1,5,0
0,0,3,LOC_012,1,26,3,3,1,GROUP_04,17,5,0,1,0,2,6,0
1,2,1,LOC_027,4,8,2,1,2,GROUP_26,9,6,0,1,0,4,3,0
2,0,3,LOC_020,1,24,3,2,1,GROUP_27,8,4,0,0,0,2,5,0
0,1,2,LOC_043,4,7,2,2,3,GROUP_23,16,0,1,0,0,2,4,0
1,0,2,LOC_022,2,2,3,2,2,GROUP_20,14,3,1,0,0,2,5,0
2,0,2,LOC_043,0,19,3,3,2,GROUP_07,9,2,1,0,0,2,6,0
0,0,3,Unknown,0,30,2,3,3,GROUP_27,2,3,0,0,1,4,5,0
0,0,1,Unknown,2,27,3,3,1,GROUP_17,10,2,1,0,0,4,6,0
2,0,1,LOC_015,4,5,3,3,2,GROUP_05,6,2,0,0,1,4,6,0
3,0,0,LOC_013,1,3,2,3,1,GROUP_11,22,6,0,1,1,2,5,0
0,0,1,Unknown,1,3,3,3,1,GROUP_09,14,3,1,0,0,3,6,0
1,1,3,LOC_050,7,6,3,2,1,GROUP_24,21,3,0,0,1,2,5,0
0,0,2,LOC_021,7,10,3,3,2,GROUP_13,11,6,0,1,0,1,6,0
0,0,2,LOC_037,7,20,3,2,2,GROUP_28,6,3,0,0,1,2,5,0
1,0,1,LOC_001,0,1,3,3,2,GROUP_16,12,0,1,0,0,2,6,0
0,0,3,LOC_031,3,11,3,3,2,GROUP_17,14,6,0,1,0,1,6,0
1,1,1,LOC_007,0,21,3,2,2,GROUP_24,6,5,0,1,1,2,5,0
2,0,1,LOC_005,1,24,3,3,1,GROUP_16,6,1,0,0,1,4,6,0
1,1,1,LOC_032,6,22,3,3,2,GROUP_17,4,5,0,1,1,1,6,0
0,0,4,Unknown,7,20,3,3,1,GROUP_25,23,5,0,1,1,3,6,0
1,0,2,LOC_001,4,8,3,3,1,GROUP_04,14,3,1,0,0,4,6,0
4,2,3,LOC_031,3,11,1,3,1,GROUP_11,0,1,0,0,1,3,4,1
0,0,2,LOC_006,5,14,3,2,1,GROUP_13,0,0,0,0,1,3,5,0
0,0,3,LOC_034,6,0,3,3,2,GROUP_25,1,4,0,0,1,3,6,0
0,0,1,LOC_004,7,10,1,3,3,GROUP_28,5,2,0,0,1,4,4,0
2,0,2,LOC_043,0,19,3,3,1,GROUP_28,19,4,0,0,1,3,6,0
0,0,1,LOC_049,7,12,3,2,3,Unassigned,18,6,0,1,1,3,5,0
0,0,3,LOC_028,6,13,3,3,1,GROUP_09,12,0,1,0,0,2,6,0
0,0,0,Unknown,7,10,3,3,3,GROUP_08,22,1,0,0,1,4,6,0
2,1,3,Unknown,7,10,3,3,1,GROUP_16,9,5,0,1,0,1,6,1
1,0,3,LOC_022,7,20,1,2,2,GROUP_14,21,0,0,0,1,4,3,0
0,0,1,LOC_034,0,21,3,3,2,GROUP_18,21,0,0,0,1,4,6,0
1,0,2,LOC_012,3,25,3,3,1,GROUP_28,8,0,0,0,0,3,6,0
2,0,4,LOC_035,1,24,2,2,2,GROUP_14,10,1,1,0,0,2,4,0
0,0,3,LOC_015,7,6,2,2,2,GROUP_13,6,4,0,0,1,2,4,0
0,0,2,LOC_040,0,21,3,2,1,GROUP_29,16,6,0,1,0,2,5,0
0,0,2,LOC_005,7,12,3,3,1,GROUP_13,0,3,0,0,1,1,6,0
1,0,3,LOC_011,7,12,3,2,1,GROUP_27,10,2,1,0,0,4,5,0
0,0,4,LOC_011,6,22,3,3,1,GROUP_26,21,3,0,0,1,4,6,0
2,0,2,LOC_011,2,2,3,2,1,GROUP_22,3,2,0,0,1,2,5,0
9,0,2,LOC_014,7,10,3,1,2,GROUP_15,5,6,0,1,1,2,4,0
0,0,2,LOC_002,4,5,3,3,1,GROUP_04,1,5,0,1,1,3,6,0
0,0,3,LOC_004,4,7,2,1,1,GROUP_27,1,2,0,0,1,2,3,0
2,0,1,LOC_020,1,3,3,3,1,GROUP_05,1,6,0,1,1,4,6,0
0,0,1,LOC_042,6,22,3,3,1,GROUP_23,19,3,0,0,1,4,6,0
0,0,2,Unknown,7,20,3,2,2,GROUP_12,8,3,0,0,0,4,5,0
0,0,4,LOC_017,2,27,3,2,1,GROUP_28,5,3,0,0,1,4,5,0
2,0,3,LOC_047,0,30,3,2,2,GROUP_18,7,5,0,1,1,3,5,0
0,0,1,Unknown,0,1,3,3,1,GROUP_16,16,5,0,1,0,1,6,0
2,0,2,LOC_007,2,2,2,3,1,GROUP_14,20,0,0,0,1,4,5,0
0,0,0,LOC_026,2,16,3,3,1,GROUP_14,8,6,0,1,0,3,6,0
0,0,1,Unknown,7,6,3,2,2,GROUP_06,12,5,0,1,0,4,5,0
1,0,2,LOC_035,1,3,3,3,1,GROUP_29,22,5,0,1,1,4,6,0
2,0,3,LOC_014,0,21,3,3,2,GROUP_28,17,6,0,1,0,4,6,0
0,0,1,Unknown,2,2,3,2,1,GROUP_01,3,4,0,0,1,1,5,0
0,1,2,LOC_003,7,10,3,3,2,GROUP_05,6,2,0,0,1,3,6,0
1,0,2,LOC_039,7,12,3,3,1,GROUP_07,0,1,0,0,1,1,6,0
0,0,2,LOC_015,4,8,3,3,1,GROUP_04,17,2,0,0,0,2,6,0
2,0,1,LOC_041,7,20,3,3,1,GROUP_23,17,3,0,0,0,3,6,0
1,0,2,LOC_020,4,7,3,3,1,GROUP_24,8,3,0,0,0,2,6,0
2,0,2,LOC_033,7,20,3,1,2,Unassigned,6,2,0,0,1,3,4,0
1,2,1,LOC_011,7,20,2,3,1,GROUP_08,20,6,0,1,1,4,5,0
0,0,1,LOC_042,4,7,3,3,2,GROUP_28,15,1,1,0,0,2,6,0
1,0,1,LOC_049,3,15,1,3,1,GROUP_05,4,1,0,0,1,2,4,0
2,0,1,LOC_035,2,16,3,3,2,Unassigned,1,3,0,0,1,4,6,0
1,0,1,Unknown,7,10,3,3,1,GROUP_09,14,4,1,0,0,2,6,0
0,0,3,LOC_027,7,12,3,3,1,GROUP_04,8,5,0,1,0,2,6,0
3,0,1,LOC_036,0,1,3,3,2,GROUP_15,16,1,1,0,0,1,6,0
0,1,3,LOC_041,1,26,2,3,1,GROUP_27,3,5,0,1,1,1,5,0
1,0,4,LOC_012,2,27,3,2,3,Unassigned,1,2,0,0,1,1,5,0
5,1,1,LOC_043,6,0,1,1,1,GROUP_14,4,4,0,0,1,4,2,1
0,0,1,LOC_004,4,29,2,3,1,GROUP_18,13,4,1,0,0,1,5,0
2,0,4,Unknown,6,13,3,3,1,GROUP_23,15,6,0,1,0,3,6,0
0,0,1,LOC_012,5,28,2,2,1,GROUP_18,15,2,1,0,0,1,4,0
1,0,2,LOC_020,3,25,3,3,1,GROUP_16,8,1,0,0,0,1,6,0
0,0,4,LOC_024,0,1,3,3,2,GROUP_24,5,4,0,0,1,2,6,0
0,0,2,LOC_002,2,17,1,3,2,GROUP_04,10,3,1,0,0,2,4,0
2,0,2,LOC_029,4,7,2,2,1,GROUP_04,21,4,0,0,1,2,4,0
1,0,3,LOC_014,1,26,2,1,3,GROUP_19,6,6,0,1,1,4,3,0
1,0,4,Unknown,0,21,2,2,2,GROUP_11,19,1,0,0,1,3,4,0
1,2,2,LOC_021,4,8,2,1,1,GROUP_13,1,3,0,0,1,4,3,0
1,0,0,LOC_003,1,3,3,2,1,GROUP_13,3,2,0,0,1,2,5,0
0,0,3,LOC_011,2,17,3,3,3,GROUP_02,5,0,0,0,1,1,6,0
0,0,0,LOC_049,7,6,2,3,3,GROUP_22,12,5,0,1,0,3,5,0
0,0,3,Unknown,3,15,2,3,1,GROUP_24,12,3,1,0,0,2,5,0
0,0,2,Unknown,3,15,3,3,1,GROUP_10,16,2,1,0,0,3,6,0
1,0,1,LOC_032,3,23,3,3,1,GROUP_24,0,2,0,0,1,3,6,0
2,0,2,Unknown,2,27,3,3,2,GROUP_08,18,0,0,0,1,1,6,0
1,0,2,LOC_012,7,12,3,3,1,GROUP_19,13,5,0,1,0,3,6,0
0,0,2,LOC_003,4,8,2,3,1,GROUP_25,6,2,0,0,1,1,5,0
2,0,4,LOC_013,3,11,3,3,2,GROUP_02,8,2,0,0,0,1,6,0
2,0,3,LOC_009,3,11,2,3,1,GROUP_12,17,3,0,0,0,4,5,0
0,0,2,LOC_008,3,25,3,1,2,GROUP_18,4,6,0,1,1,2,4,0
1,0,2,LOC_019,7,12,3,3,1,GROUP_25,14,0,1,0,0,1,6,0
0,0,2,LOC_023,0,30,3,3,1,GROUP_22,15,2,1,0,0,1,6,0
1,0,3,LOC_033,4,8,2,3,2,Unassigned,5,5,0,1,1,4,5,0
0,0,1,LOC_015,6,0,2,3,1,GROUP_11,6,0,0,0,1,1,5,0
0,0,3,LOC_036,1,26,2,2,2,GROUP_03,18,1,0,0,1,2,4,0
1,1,4,Unknown,1,4,3,2,1,GROUP_13,21,5,0,1,1,3,5,0
1,0,3,LOC_018,4,29,3,3,3,GROUP_04,14,3,1,0,0,3,6,0
1,0,2,LOC_019,4,7,2,3,1,GROUP_27,12,1,1,0,0,1,5,0
1,0,2,LOC_044,6,13,3,3,3,Unassigned,9,3,1,0,0,1,6,0
0,0,2,Unknown,4,5,3,3,1,GROUP_21,13,6,0,1,0,2,6,0
0,0,2,LOC_035,2,17,3,3,2,GROUP_10,6,1,0,0,1,4,6,0
0,0,1,LOC_017,7,12,3,2,1,GROUP_18,8,6,0,1,0,3,5,0
0,0,1,LOC_022,6,13,3,2,1,GROUP_15,12,2,1,0,0,2,5,0
1,0,2,Unknown,7,12,2,3,2,GROUP_18,11,5,0,1,0,1,5,0
1,0,3,LOC_041,1,24,2,3,1,GROUP_24,15,5,0,1,0,3,5,0
1,0,2,LOC_030,3,11,2,1,1,GROUP_01,15,5,0,1,0,1,3,0
0,0,1,LOC_007,4,29,2,3,1,GROUP_17,12,0,1,0,0,4,5,0
2,0,2,LOC_009,5,18,2,3,1,GROUP_06,5,6,0,1,1,3,5,0
0,0,3,Unknown,0,30,2,3,1,GROUP_26,14,1,1,0,0,3,5,0
1,0,3,LOC_039,2,27,1,3,2,GROUP_27,10,5,0,1,0,4,4,0
2,0,2,LOC_038,7,10,2,3,2,GROUP_12,10,6,0,1,0,2,5,0
2,0,1,LOC_014,4,29,3,3,1,GROUP_08,5,5,0,1,1,3,6,0
0,0,2,LOC_025,7,10,2,2,1,GROUP_09,1,0,0,0,1,1,4,0
0,0,4,LOC_029,2,2,2,3,1,GROUP_26,20,4,0,0,1,2,5,0
0,0,1,LOC_013,7,12,3,3,3,GROUP_23,6,4,0,0,1,2,6,0
2,0,1,LOC_009,7,12,1,3,3,GROUP_10,9,6,0,1,0,2,4,0
1,1,1,LOC_011,0,1,3,3,2,GROUP_06,1,4,0,0,1,3,6,0
0,0,3,LOC_046,7,10,3,2,2,GROUP_17,19,6,0,1,1,4,5,0
1,0,1,LOC_007,7,6,2,3,2,GROUP_13,15,5,0,1,0,2,5,0
2,0,2,LOC_011,4,8,3,1,2,GROUP_06,8,5,0,1,0,1,4,0
2,1,1,Unknown,1,4,3,3,1,GROUP_05,20,5,0,1,1,1,6,1
0,0,2,Unknown,0,1,2,3,1,GROUP_22,19,6,0,1,1,2,5,0
0,0,2,LOC_049,4,7,2,3,1,GROUP_09,20,2,0,0,1,1,5,0
3,0,2,LOC_008,4,29,1,1,2,Unassigned,0,4,0,0,1,2,2,0
0,0,1,LOC_025,7,20,3,3,3,GROUP_20,6,2,0,0,1,1,6,0
2,0,1,LOC_016,7,10,3,2,2,GROUP_01,3,5,0,1,1,2,5,0
0,0,1,Unknown,3,25,3,3,1,Unassigned,1,2,0,0,1,4,6,0
3,0,2,LOC_022,7,20,3,3,3,GROUP_14,9,0,1,0,0,4,6,0
0,1,1,LOC_042,2,17,2,3,3,GROUP_07,5,2,0,0,1,1,5,0
3,0,1,LOC_050,0,30,3,2,3,GROUP_28,10,5,0,1,0,4,5,0
1,0,3,LOC_035,7,6,3,2,1,GROUP_09,2,1,0,0,1,1,5,0
1,1,2,LOC_030,7,10,2,3,2,GROUP_11,1,5,0,1,1,1,5,0
1,0,3,LOC_011,2,2,3,2,2,GROUP_02,21,4,0,0,1,3,5,0
0,0,3,LOC_019,2,17,3,2,1,GROUP_02,16,5,0,1,0,3,5,0
0,0,2,Unknown,3,25,3,3,2,GROUP_13,18,6,0,1,1,1,6,0
2,0,4,LOC_050,0,1,3,3,2,GROUP_04,6,4,0,0,1,4,6,0
0,0,0,Unknown,7,10,1,3,1,GROUP_08,9,0,1,0,0,2,4,0
2,1,1,LOC_026,7,12,3,2,1,GROUP_21,3,4,0,0,1,1,5,1
0,0,1,LOC_034,7,12,3,3,1,Unassigned,21,2,0,0,1,3,6,0
1,0,2,Unknown,4,8,3,3,1,GROUP_06,5,5,0,1,1,3,6,0
0,0,1,Unknown,0,1,1,3,2,GROUP_17,10,0,1,0,0,3,4,0
0,1,1,LOC_048,4,29,3,3,1,Unassigned,0,0,0,0,1,1,6,0
1,0,2,LOC_022,0,1,3,1,1,GROUP_04,4,0,0,0,1,1,4,0
0,1,2,LOC_040,0,30,2,3,1,GROUP_15,21,0,0,0,1,3,5,0
1,0,2,LOC_020,2,27,2,3,2,Unassigned,13,0,1,0,0,2,5,0
1,0,3,LOC_004,1,3,1,1,1,GROUP_19,6,6,0,1,1,2,2,0
0,0,3,LOC_030,2,2,1,3,2,Unassigned,13,6,0,1,0,4,4,0
1,0,1,LOC_022,3,15,3,3,1,GROUP_06,16,3,1,0,0,4,6,0
0,0,2,LOC_002,3,15,2,2,2,GROUP_15,1,5,0,1,1,1,4,0
0,0,3,LOC_036,4,5,1,3,1,GROUP_02,11,5,0,1,0,3,4,0
0,0,2,LOC_033,2,17,3,3,1,GROUP_14,9,3,1,0,0,4,6,0
1,0,2,LOC_045,2,2,3,3,3,GROUP_11,20,1,0,0,1,2,6,0
2,1,3,LOC_034,3,23,3,2,2,GROUP_25,3,4,0,0,1,2,5,1
0,1,2,Unknown,3,25,3,3,1,GROUP_08,7,2,0,0,1,2,6,0
0,0,2,Unknown,6,0,2,3,2,GROUP_06,16,6,0,1,0,4,5,0
1,0,1,Unknown,7,6,3,3,3,GROUP_28,2,4,0,0,1,4,6,0
1,0,4,LOC_021,1,3,3,3,1,GROUP_24,23,1,0,0,1,3,6,0
0,0,4,LOC_039,2,17,2,3,2,GROUP_27,23,4,0,0,1,4,5,0
0,0,2,Unknown,7,6,3,2,1,GROUP_27,22,2,0,0,1,4,5,0
2,0,1,LOC_041,7,10,1,3,1,GROUP_28,6,0,0,0,1,1,4,0
0,0,4,LOC_045,3,11,3,3,1,GROUP_20,17,4,0,0,0,4,6,0
0,0,4,LOC_042,1,3,3,2,2,GROUP_21,7,5,0,1,1,2,5,0
3,0,1,Unknown,7,12,1,2,2,GROUP_21,14,4,1,0,0,3,3,0
0,0,2,LOC_007,4,8,2,3,1,GROUP_24,17,3,0,0,0,1,5,0
